,Date,Region,TotalInfected,NewInfected,Recovered,NewRecovered,Deceased,NewDeceased
6745,2020-09-18,Gujarat,15975,-287.0,99681,1652.0,3270,14.0
6746,2020-09-18,Haryana,21014,-320.0,81690,2753.0,1069,24.0
6747,2020-09-18,Himachal Pradesh,4146,0.0,6946,388.0,98,7.0
6748,2020-09-18,Jammu and Kashmir,20239,736.0,38521,712.0,951,19.0
6749,2020-09-18,Jharkhand,13703,-435.0,52807,1450.0,590,11.0
6750,2020-09-18,Karnataka,103650,2005.0,383077,7268.0,7629,93.0
6751,2020-09-18,Kerala,34380,1605.0,87345,2737.0,489,9.0
6752,2020-09-18,Ladakh,972,19.0,2558,22.0,46,0.0
6753,2020-09-18,Madhya Pradesh,21631,-505.0,74398,2863.0,1877,33.0
6754,2020-09-18,Maharashtra,302135,4629.0,812354,19522.0,31351,468.0
6755,2020-09-18,Manipur,1841,90.0,6538,17.0,51,3.0
6756,2020-09-18,Meghalaya,1983,81.0,2342,78.0,31,2.0
6757,2020-09-18,Mizoram,585,18.0,949,10.0,0,0.0
6758,2020-09-18,Nagaland,1193,-68.0,4098,111.0,15,0.0
6759,2020-09-18,Odisha,33026,621.0,133466,3607.0,669,13.0
6760,2020-09-18,Puducherry,4744,-26.0,16253,330.0,431,13.0
6761,2020-09-18,Punjab,21568,546.0,65818,2248.0,2646,54.0
6762,2020-09-18,Rajasthan,17495,446.0,90685,1333.0,1293,14.0
6763,2020-09-18,Sikkim,463,-17.0,1789,67.0,22,3.0
6764,2020-09-18,Tamil Nadu,46610,-23.0,470192,5524.0,8618,59.0
6765,2020-09-18,Telengana,30673,230.0,135357,1802.0,1016,11.0
6766,2020-09-18,Tripura,7162,-336.0,13559,603.0,228,6.0
6767,2020-09-18,Uttarakhand,11714,646.0,24965,533.0,460,13.0
6768,2020-09-18,Uttar Pradesh,68235,1233.0,263288,4715.0,4771,81.0
6769,2020-09-18,West Bengal,24336,189.0,187061,2948.0,4183,60.0
6770,2020-09-19,Andaman and Nicobar Islands,165,-9.0,3414,36.0,52,0.0
6771,2020-09-19,Andhra Pradesh,84423,-3774.0,519891,11803.0,5244,67.0
6772,2020-09-19,Arunachal Pradesh,1886,15.0,5106,139.0,13,0.0
6773,2020-09-19,Assam,28631,423.0,123687,2074.0,540,12.0
6774,2020-09-19,Bihar,12609,-547.0,151750,1710.0,859,4.0
6775,2020-09-19,Chandigarh,2978,-107.0,6415,353.0,113,4.0
6776,2020-09-19,Chhattisgarh,36580,544.0,44392,3281.0,645,17.0
6777,2020-09-19,Dadra and Nagar Haveli and Daman and Diu,218,-3.0,2639,31.0,2,0.0
6778,2020-09-19,Delhi,32250,529.0,201671,3568.0,4907,30.0
6779,2020-09-19,Goa,5730,118.0,21314,470.0,335,8.0
6780,2020-09-19,Gujarat,16076,101.0,100974,1293.0,3286,16.0
6781,2020-09-19,Haryana,21291,277.0,83878,2188.0,1092,23.0
6782,2020-09-19,Himachal Pradesh,4430,284.0,7081,135.0,111,13.0
6783,2020-09-19,Jammu and Kashmir,20770,531.0,39305,784.0,966,15.0
6784,2020-09-19,Jharkhand,13924,221.0,54052,1245.0,602,12.0
6785,2020-09-19,Karnataka,101148,-2502.0,394026,10949.0,7808,179.0
6786,2020-09-19,Kerala,35795,1415.0,90085,2740.0,501,12.0
6787,2020-09-19,Ladakh,987,15.0,2600,42.0,48,2.0
6788,2020-09-19,Madhya Pradesh,21605,-26.0,76952,2554.0,1901,24.0
6789,2020-09-19,Maharashtra,301273,-862.0,834432,22078.0,31791,440.0
6790,2020-09-19,Manipur,1926,85.0,6629,91.0,52,1.0
6791,2020-09-19,Meghalaya,1976,-7.0,2437,95.0,32,1.0
6792,2020-09-19,Mizoram,575,-10.0,973,24.0,0,0.0
6793,2020-09-19,Nagaland,1213,20.0,4129,31.0,15,0.0
6794,2020-09-19,Odisha,33092,66.0,137567,4101.0,682,13.0
6795,2020-09-19,Puducherry,4736,-8.0,16715,462.0,462,31.0
6796,2020-09-19,Punjab,21662,94.0,68463,2645.0,2708,62.0
6797,2020-09-19,Rajasthan,17717,222.0,92265,1580.0,1308,15.0
6798,2020-09-19,Sikkim,422,-41.0,1857,68.0,24,2.0
6799,2020-09-19,Tamil Nadu,46506,-104.0,475717,5525.0,8685,67.0
6800,2020-09-19,Telengana,30636,-37.0,137508,2151.0,1025,9.0
6801,2020-09-19,Tripura,7107,-55.0,14142,583.0,235,7.0
6802,2020-09-19,Uttarakhand,11293,-421.0,26250,1285.0,464,4.0
6803,2020-09-19,Uttar Pradesh,67825,-410.0,270094,6806.0,4869,98.0
6804,2020-09-19,West Bengal,24509,173.0,190021,2960.0,4242,59.0
6805,2020-09-19,Andaman and Nicobar Islands,165,-9.0,3414,36.0,52,0.0
6806,2020-09-19,Andhra Pradesh,84423,-3774.0,519891,11803.0,5244,67.0
6807,2020-09-19,Arunachal Pradesh,1886,15.0,5106,139.0,13,0.0
6808,2020-09-19,Assam,28631,423.0,123687,2074.0,540,12.0
6809,2020-09-19,Bihar,12609,-547.0,151750,1710.0,859,4.0
6810,2020-09-19,Chandigarh,2978,-107.0,6415,353.0,113,4.0
6811,2020-09-19,Chhattisgarh,36580,544.0,44392,3281.0,645,17.0
6812,2020-09-19,Dadra and Nagar Haveli and Daman and Diu,218,-3.0,2639,31.0,2,0.0
6813,2020-09-19,Delhi,32250,529.0,201671,3568.0,4907,30.0
6814,2020-09-19,Goa,5730,118.0,21314,470.0,335,8.0
6815,2020-09-19,Gujarat,16076,101.0,100974,1293.0,3286,16.0
6816,2020-09-19,Haryana,21291,277.0,83878,2188.0,1092,23.0
6817,2020-09-19,Himachal Pradesh,4430,284.0,7081,135.0,111,13.0
6818,2020-09-19,Jammu and Kashmir,20770,531.0,39305,784.0,966,15.0
6819,2020-09-19,Jharkhand,13924,221.0,54052,1245.0,602,12.0
6820,2020-09-19,Karnataka,101148,-2502.0,394026,10949.0,7808,179.0
6821,2020-09-19,Kerala,35795,1415.0,90085,2740.0,501,12.0
6822,2020-09-19,Ladakh,987,15.0,2600,42.0,48,2.0
6823,2020-09-19,Madhya Pradesh,21605,-26.0,76952,2554.0,1901,24.0
6824,2020-09-19,Maharashtra,301273,-862.0,834432,22078.0,31791,440.0
6825,2020-09-19,Manipur,1926,85.0,6629,91.0,52,1.0
6826,2020-09-19,Meghalaya,1976,-7.0,2437,95.0,32,1.0
6827,2020-09-19,Mizoram,575,-10.0,973,24.0,0,0.0
6828,2020-09-19,Nagaland,1213,20.0,4129,31.0,15,0.0
6829,2020-09-19,Odisha,33092,66.0,137567,4101.0,682,13.0
6830,2020-09-19,Puducherry,4736,-8.0,16715,462.0,462,31.0
6831,2020-09-19,Punjab,21662,94.0,68463,2645.0,2708,62.0
6832,2020-09-19,Rajasthan,17717,222.0,92265,1580.0,1308,15.0
6833,2020-09-19,Sikkim,422,-41.0,1857,68.0,24,2.0
6834,2020-09-19,Tamil Nadu,46506,-104.0,475717,5525.0,8685,67.0
6835,2020-09-19,Telengana,30636,-37.0,137508,2151.0,1025,9.0
6836,2020-09-19,Tripura,7107,-55.0,14142,583.0,235,7.0
6837,2020-09-19,Uttarakhand,11293,-421.0,26250,1285.0,464,4.0
6838,2020-09-19,Uttar Pradesh,67825,-410.0,270094,6806.0,4869,98.0
6839,2020-09-19,West Bengal,24509,173.0,190021,2960.0,4242,59.0
6840,2020-09-20,Andaman and Nicobar Islands,156,-9.0,3436,22.0,52,0.0
6841,2020-09-20,Andhra Pradesh,81763,-2660.0,530711,10820.0,5302,58.0
6842,2020-09-20,Arunachal Pradesh,1957,71.0,5280,174.0,13,0.0
6843,2020-09-20,Assam,29362,731.0,125543,1856.0,548,8.0
6844,2020-09-20,Bihar,12629,20.0,153298,1548.0,861,2.0
6845,2020-09-20,Chandigarh,2911,-67.0,6766,351.0,119,6.0
6846,2020-09-20,Chhattisgarh,37489,909.0,46081,1689.0,664,19.0
6847,2020-09-20,Dadra and Nagar Haveli and Daman and Diu,208,-10.0,2677,38.0,2,0.0
6848,2020-09-20,Delhi,32064,-186.0,205890,4219.0,4945,38.0
6849,2020-09-20,Goa,5920,190.0,21760,446.0,342,7.0
6850,2020-09-20,Gujarat,16022,-54.0,102444,1470.0,3302,16.0
6851,2020-09-20,Haryana,21682,391.0,86150,2272.0,1120,28.0
6852,2020-09-20,Himachal Pradesh,4308,-122.0,7484,403.0,116,5.0
6853,2020-09-20,Jammu and Kashmir,21281,511.0,40265,960.0,987,21.0
6854,2020-09-20,Jharkhand,13548,-376.0,55697,1645.0,615,13.0
6855,2020-09-20,Karnataka,98583,-2565.0,404841,10815.0,7922,114.0
6856,2020-09-20,Kerala,37535,1740.0,92951,2866.0,519,18.0
6857,2020-09-20,Ladakh,993,6.0,2666,66.0,49,1.0
6858,2020-09-20,Madhya Pradesh,21964,359.0,79158,2206.0,1943,42.0
6859,2020-09-20,Maharashtra,297866,-3407.0,857933,23501.0,32216,425.0
6860,2020-09-20,Manipur,1946,20.0,6723,94.0,55,3.0
6861,2020-09-20,Meghalaya,2038,62.0,2483,46.0,36,4.0
6862,2020-09-20,Mizoram,588,13.0,990,17.0,0,0.0
6863,2020-09-20,Nagaland,1206,-7.0,4171,42.0,15,0.0
6864,2020-09-20,Odisha,33202,110.0,141657,4090.0,691,9.0
6865,2020-09-20,Puducherry,4785,49.0,17209,494.0,462,0.0
6866,2020-09-20,Punjab,22399,737.0,70373,1910.0,2757,49.0
6867,2020-09-20,Rajasthan,17997,280.0,93805,1540.0,1322,14.0
6868,2020-09-20,Sikkim,426,4.0,1972,115.0,25,1.0
6869,2020-09-20,Tamil Nadu,46453,-53.0,481273,5556.0,8751,66.0
6870,2020-09-20,Telengana,30573,-63.0,139700,2192.0,1033,8.0
6871,2020-09-20,Tripura,6983,-124.0,14810,668.0,239,4.0
6872,2020-09-20,Uttarakhand,12465,1172.0,27142,892.0,478,14.0
6873,2020-09-20,Uttar Pradesh,66874,-951.0,276690,6596.0,4953,84.0
6874,2020-09-20,West Bengal,24648,139.0,193014,2993.0,4298,56.0
6875,2020-09-21,Andaman and Nicobar Islands,147,-9.0,3452,16.0,52,0.0
6876,2020-09-21,Andhra Pradesh,78836,-2927.0,541319,10608.0,5359,57.0
6877,2020-09-21,Arunachal Pradesh,1964,7.0,5408,128.0,13,0.0
6878,2020-09-21,Assam,28780,-582.0,127338,1795.0,562,14.0
6879,2020-09-21,Bihar,13005,376.0,155155,1857.0,864,3.0
6880,2020-09-21,Chandigarh,2821,-90.0,7138,372.0,123,4.0
6881,2020-09-21,Chhattisgarh,37853,364.0,47653,1572.0,677,13.0
6882,2020-09-21,Dadra and Nagar Haveli and Daman and Diu,229,21.0,2693,16.0,2,0.0
6883,2020-09-21,Delhi,32097,33.0,209632,3742.0,4982,37.0
6884,2020-09-21,Goa,5781,-139.0,22297,537.0,351,9.0
6885,2020-09-21,Gujarat,16208,186.0,103648,1204.0,3319,17.0
6886,2020-09-21,Haryana,21411,-271.0,88697,2547.0,1149,29.0
6887,2020-09-21,Himachal Pradesh,4444,136.0,7565,81.0,120,4.0
6888,2020-09-21,Jammu and Kashmir,22032,751.0,40957,692.0,1001,14.0
6889,2020-09-21,Jharkhand,13791,243.0,56944,1247.0,617,2.0
6890,2020-09-21,Karnataka,98062,-521.0,413452,8611.0,8023,101.0
6891,2020-09-21,Kerala,39484,1949.0,95702,2751.0,535,16.0
6892,2020-09-21,Ladakh,1013,20.0,2691,25.0,49,0.0
6893,2020-09-21,Madhya Pradesh,22300,336.0,81374,2216.0,1970,27.0
6894,2020-09-21,Maharashtra,291630,-6236.0,884341,26408.0,32671,455.0
6895,2020-09-21,Manipur,2070,124.0,6767,44.0,57,2.0
6896,2020-09-21,Meghalaya,2111,73.0,2513,30.0,36,0.0
6897,2020-09-21,Mizoram,583,-5.0,1002,12.0,0,0.0
6898,2020-09-21,Nagaland,1184,-22.0,4252,81.0,15,0.0
6899,2020-09-21,Odisha,33504,302.0,145675,4018.0,701,10.0
6900,2020-09-21,Puducherry,4908,123.0,17556,347.0,462,0.0
6901,2020-09-21,Punjab,22278,-121.0,72598,2225.0,2813,56.0
6902,2020-09-21,Rajasthan,18184,187.0,95469,1664.0,1336,14.0
6903,2020-09-21,Sikkim,469,43.0,1975,3.0,28,3.0
6904,2020-09-21,Tamil Nadu,46703,250.0,486479,5206.0,8811,60.0
6905,2020-09-21,Telengana,29636,-937.0,141930,2230.0,1042,9.0
6906,2020-09-21,Tripura,6566,-417.0,15464,654.0,245,6.0
6907,2020-09-21,Uttarakhand,12455,-10.0,28017,875.0,491,13.0
6908,2020-09-21,Uttar Pradesh,65954,-920.0,283274,6584.0,5047,94.0
6909,2020-09-21,West Bengal,24806,158.0,195972,2958.0,4359,61.0
6910,2020-09-22,Andaman and Nicobar Islands,152,5.0,3469,17.0,52,0.0
6911,2020-09-22,Andhra Pradesh,74518,-4318.0,551821,10502.0,5410,51.0
6912,2020-09-22,Arunachal Pradesh,1939,-25.0,5643,235.0,13,0.0
6913,2020-09-22,Assam,29609,829.0,129133,1795.0,578,16.0
6914,2020-09-22,Bihar,12539,-466.0,156242,1087.0,870,6.0
6915,2020-09-22,Chandigarh,2761,-60.0,7411,273.0,126,3.0
6916,2020-09-22,Chhattisgarh,37927,74.0,49564,1911.0,690,13.0
6917,2020-09-22,Dadra and Nagar Haveli and Daman and Diu,220,-9.0,2711,18.0,2,0.0
6918,2020-09-22,Delhi,30941,-1156.0,213304,3672.0,5014,32.0
6919,2020-09-22,Goa,5667,-114.0,22726,429.0,360,9.0
6920,2020-09-22,Gujarat,16305,97.0,104964,1316.0,3336,17.0
6921,2020-09-22,Haryana,21014,-397.0,90884,2187.0,1177,28.0
6922,2020-09-22,Himachal Pradesh,4458,14.0,7853,288.0,127,7.0
6923,2020-09-22,Jammu and Kashmir,21887,-145.0,42115,1158.0,1024,23.0
6924,2020-09-22,Jharkhand,13504,-287.0,58543,1599.0,626,9.0
6925,2020-09-22,Karnataka,95354,-2708.0,423377,9925.0,8145,122.0
6926,2020-09-22,Kerala,39354,-130.0,98724,3022.0,553,18.0
6927,2020-09-22,Ladakh,1047,34.0,2735,44.0,50,1.0
6928,2020-09-22,Madhya Pradesh,22542,242.0,83618,2244.0,2007,37.0
6929,2020-09-22,Maharashtra,275017,-16613.0,916348,32007.0,33015,344.0
6930,2020-09-22,Manipur,2113,43.0,6838,71.0,59,2.0
6931,2020-09-22,Meghalaya,2169,58.0,2527,14.0,37,1.0
6932,2020-09-22,Mizoram,680,97.0,1012,10.0,0,0.0
6933,2020-09-22,Nagaland,1052,-132.0,4477,225.0,15,0.0
6934,2020-09-22,Odisha,34033,529.0,149379,3704.0,710,9.0
6935,2020-09-22,Puducherry,4659,-249.0,18065,509.0,467,5.0
6936,2020-09-22,Punjab,21661,-617.0,75409,2811.0,2860,47.0
6937,2020-09-22,Rajasthan,18245,61.0,97284,1815.0,1352,16.0
6938,2020-09-22,Sikkim,513,44.0,1986,11.0,29,1.0
6939,2020-09-22,Tamil Nadu,46495,-208.0,491971,5492.0,8871,60.0
6940,2020-09-22,Telengana,29649,13.0,144073,2143.0,1052,10.0
6941,2020-09-22,Tripura,6700,134.0,15883,419.0,251,6.0
6942,2020-09-22,Uttarakhand,12075,-380.0,29201,1184.0,501,10.0
6943,2020-09-22,Uttar Pradesh,64164,-1790.0,289594,6320.0,5135,88.0
6944,2020-09-22,West Bengal,24898,92.0,198983,3011.0,4421,62.0
6945,2020-09-23,Andaman and Nicobar Islands,160,8.0,3479,10.0,52,0.0
6946,2020-09-23,Andhra Pradesh,71465,-3053.0,562376,10555.0,5461,51.0
6947,2020-09-23,Arunachal Pradesh,2052,113.0,5778,135.0,14,1.0
6948,2020-09-23,Assam,29857,248.0,130950,1817.0,586,8.0
6949,2020-09-23,Bihar,12928,389.0,157454,1212.0,873,3.0
6950,2020-09-23,Chandigarh,2622,-139.0,7794,383.0,130,4.0
6951,2020-09-23,Chhattisgarh,38198,271.0,52001,2437.0,718,28.0
6952,2020-09-23,Dadra and Nagar Haveli and Daman and Diu,198,-22.0,2744,33.0,2,0.0
6953,2020-09-23,Delhi,31623,682.0,216401,3097.0,5051,37.0
6954,2020-09-23,Goa,5513,-154.0,23462,736.0,368,8.0
6955,2020-09-23,Gujarat,16370,65.0,106285,1321.0,3352,16.0
6956,2020-09-23,Haryana,19888,-1126.0,93776,2892.0,1206,29.0
6957,2020-09-23,Himachal Pradesh,4124,-334.0,8511,658.0,134,7.0
6958,2020-09-23,Jammu and Kashmir,21485,-402.0,43734,1619.0,1042,18.0
6959,2020-09-23,Jharkhand,13280,-224.0,60027,1484.0,641,15.0
6960,2020-09-23,Karnataka,93172,-2182.0,432450,9073.0,8228,83.0
6961,2020-09-23,Kerala,40453,1099.0,101731,3007.0,572,19.0
6962,2020-09-23,Ladakh,1028,-19.0,2809,74.0,50,0.0
6963,2020-09-23,Madhya Pradesh,22646,104.0,86030,2412.0,2035,28.0
6964,2020-09-23,Maharashtra,272809,-2208.0,936554,20206.0,33407,392.0
6965,2020-09-23,Manipur,2333,220.0,6887,49.0,60,1.0
6966,2020-09-23,Meghalaya,2047,-122.0,2706,179.0,38,1.0
6967,2020-09-23,Mizoram,690,10.0,1023,11.0,0,0.0
6968,2020-09-23,Nagaland,1072,20.0,4517,40.0,15,0.0
6969,2020-09-23,Odisha,34377,344.0,153213,3834.0,721,11.0
6970,2020-09-23,Puducherry,4757,98.0,18454,389.0,473,6.0
6971,2020-09-23,Punjab,21288,-373.0,77127,1718.0,2926,66.0
6972,2020-09-23,Rajasthan,18614,369.0,98812,1528.0,1367,15.0
6973,2020-09-23,Sikkim,556,43.0,2009,23.0,29,0.0
6974,2020-09-23,Tamil Nadu,46350,-145.0,497377,5406.0,8947,76.0
6975,2020-09-23,Telengana,29873,224.0,146135,2062.0,1062,10.0
6976,2020-09-23,Tripura,6599,-101.0,16486,603.0,253,2.0
6977,2020-09-23,Uttarakhand,11831,-244.0,30308,1107.0,512,11.0
6978,2020-09-23,Uttar Pradesh,63148,-1016.0,296183,6589.0,5212,77.0
6979,2020-09-23,West Bengal,24971,73.0,202030,3047.0,4483,62.0
6980,2020-09-24,Andaman and Nicobar Islands,166,6.0,3494,15.0,52,0.0
6981,2020-09-24,Andhra Pradesh,70357,-1108.0,570667,8291.0,5506,45.0
6982,2020-09-24,Arunachal Pradesh,2216,164.0,5903,125.0,14,0.0
6983,2020-09-24,Assam,30182,325.0,132712,1762.0,597,11.0
6984,2020-09-24,Bihar,12958,30.0,159022,1568.0,874,1.0
6985,2020-09-24,Chandigarh,2537,-85.0,8049,255.0,140,10.0
6986,2020-09-24,Chhattisgarh,35850,-2348.0,56773,4772.0,728,10.0
6987,2020-09-24,Dadra and Nagar Haveli and Daman and Diu,205,7.0,2755,11.0,2,0.0
6988,2020-09-24,Delhi,30836,-787.0,220866,4465.0,5087,36.0
6989,2020-09-24,Goa,5646,133.0,23857,395.0,376,8.0
6990,2020-09-24,Gujarat,16438,68.0,107574,1289.0,3367,15.0
6991,2020-09-24,Haryana,19276,-612.0,96347,2571.0,1233,27.0
6992,2020-09-24,Himachal Pradesh,3950,-174.0,8959,448.0,140,6.0
6993,2020-09-24,Jammu and Kashmir,19918,-1567.0,46530,2796.0,1062,20.0
6994,2020-09-24,Jharkhand,12882,-398.0,61559,1532.0,648,7.0
6995,2020-09-24,Karnataka,94671,1499.0,437910,5460.0,8266,38.0
6996,2020-09-24,Kerala,42858,2405.0,104682,2951.0,592,20.0
6997,2020-09-24,Ladakh,1038,10.0,2844,35.0,51,1.0
6998,2020-09-24,Madhya Pradesh,22812,166.0,88168,2138.0,2077,42.0
6999,2020-09-24,Maharashtra,273883,1074.0,956030,19476.0,33886,479.0
7000,2020-09-24,Manipur,2206,-127.0,7108,221.0,62,2.0
7001,2020-09-24,Meghalaya,2060,13.0,2859,153.0,42,4.0
7002,2020-09-24,Mizoram,618,-72.0,1095,72.0,0,0.0
7003,2020-09-24,Nagaland,1119,47.0,4536,19.0,16,1.0
7004,2020-09-24,Odisha,34547,170.0,157265,4052.0,736,15.0
7005,2020-09-24,Puducherry,4853,96.0,18893,439.0,481,8.0
7006,2020-09-24,Punjab,21230,-58.0,79244,2117.0,2990,64.0
7007,2020-09-24,Rajasthan,18992,378.0,100365,1553.0,1382,15.0
7008,2020-09-24,Sikkim,575,19.0,2023,14.0,30,1.0
7009,2020-09-24,Tamil Nadu,46249,-101.0,502740,5363.0,9010,63.0
7010,2020-09-24,Telengana,30037,164.0,148139,2004.0,1070,8.0
7011,2020-09-24,Tripura,6551,-48.0,16978,492.0,260,7.0
7012,2020-09-24,Uttarakhand,11867,36.0,31324,1016.0,529,17.0
7013,2020-09-24,Uttar Pradesh,61698,-1450.0,302689,6506.0,5299,87.0
7014,2020-09-24,West Bengal,25101,130.0,205028,2998.0,4544,61.0
7015,2020-09-24,Andaman and Nicobar Islands,166,6.0,3494,15.0,52,0.0
7016,2020-09-24,Andhra Pradesh,70357,-1108.0,570667,8291.0,5506,45.0
7017,2020-09-24,Arunachal Pradesh,2216,164.0,5903,125.0,14,0.0
7018,2020-09-24,Assam,30182,325.0,132712,1762.0,597,11.0
7019,2020-09-24,Bihar,12958,30.0,159022,1568.0,874,1.0
7020,2020-09-24,Chandigarh,2537,-85.0,8049,255.0,140,10.0
7021,2020-09-24,Chhattisgarh,35850,-2348.0,56773,4772.0,728,10.0
7022,2020-09-24,Dadra and Nagar Haveli and Daman and Diu,205,7.0,2755,11.0,2,0.0
7023,2020-09-24,Delhi,30836,-787.0,220866,4465.0,5087,36.0
7024,2020-09-24,Goa,5646,133.0,23857,395.0,376,8.0
7025,2020-09-24,Gujarat,16438,68.0,107574,1289.0,3367,15.0
7026,2020-09-24,Haryana,19276,-612.0,96347,2571.0,1233,27.0
7027,2020-09-24,Himachal Pradesh,3950,-174.0,8959,448.0,140,6.0
7028,2020-09-24,Jammu and Kashmir,19918,-1567.0,46530,2796.0,1062,20.0
7029,2020-09-24,Jharkhand,12882,-398.0,61559,1532.0,648,7.0
7030,2020-09-24,Karnataka,94671,1499.0,437910,5460.0,8266,38.0
7031,2020-09-24,Kerala,42858,2405.0,104682,2951.0,592,20.0
7032,2020-09-24,Ladakh,1038,10.0,2844,35.0,51,1.0
7033,2020-09-24,Madhya Pradesh,22812,166.0,88168,2138.0,2077,42.0
7034,2020-09-24,Maharashtra,273883,1074.0,956030,19476.0,33886,479.0
7035,2020-09-24,Manipur,2206,-127.0,7108,221.0,62,2.0
7036,2020-09-24,Meghalaya,2060,13.0,2859,153.0,42,4.0
7037,2020-09-24,Mizoram,618,-72.0,1095,72.0,0,0.0
7038,2020-09-24,Nagaland,1119,47.0,4536,19.0,16,1.0
7039,2020-09-24,Odisha,34547,170.0,157265,4052.0,736,15.0
7040,2020-09-24,Puducherry,4853,96.0,18893,439.0,481,8.0
7041,2020-09-24,Punjab,21230,-58.0,79244,2117.0,2990,64.0
7042,2020-09-24,Rajasthan,18992,378.0,100365,1553.0,1382,15.0
7043,2020-09-24,Sikkim,575,19.0,2023,14.0,30,1.0
7044,2020-09-24,Tamil Nadu,46249,-101.0,502740,5363.0,9010,63.0
7045,2020-09-24,Telengana,30037,164.0,148139,2004.0,1070,8.0
7046,2020-09-24,Tripura,6551,-48.0,16978,492.0,260,7.0
7047,2020-09-24,Uttarakhand,11867,36.0,31324,1016.0,529,17.0
7048,2020-09-24,Uttar Pradesh,61698,-1450.0,302689,6506.0,5299,87.0
7049,2020-09-24,West Bengal,25101,130.0,205028,2998.0,4544,61.0
7050,2020-09-25,Andaman and Nicobar Islands,189,23.0,3503,9.0,52,0.0
7051,2020-09-25,Andhra Pradesh,69353,-1004.0,579474,8807.0,5558,52.0
7052,2020-09-25,Arunachal Pradesh,2331,115.0,6071,168.0,14,0.0
7053,2020-09-25,Assam,29830,-352.0,135144,2432.0,608,11.0
7054,2020-09-25,Bihar,13015,57.0,160178,1156.0,878,4.0
7055,2020-09-25,Chandigarh,2482,-55.0,8342,293.0,144,4.0
7056,2020-09-25,Chhattisgarh,36038,188.0,58833,2060.0,752,24.0
7057,2020-09-25,Dadra and Nagar Haveli and Daman and Diu,190,-15.0,2785,30.0,2,0.0
7058,2020-09-25,Delhi,31125,289.0,224375,3509.0,5123,36.0
7059,2020-09-25,Goa,5822,176.0,24347,490.0,383,7.0
7060,2020-09-25,Gujarat,16327,-111.0,109079,1505.0,3381,14.0
7061,2020-09-25,Haryana,18889,-387.0,98410,2063.0,1255,22.0
7062,2020-09-25,Himachal Pradesh,3984,34.0,9252,293.0,150,10.0
7063,2020-09-25,Jammu and Kashmir,19451,-467.0,48079,1549.0,1084,22.0
7064,2020-09-25,Jharkhand,12841,-41.0,62945,1386.0,652,4.0
7065,2020-09-25,Karnataka,95568,897.0,444658,6748.0,8331,65.0
7066,2020-09-25,Kerala,45993,3135.0,107850,3168.0,613,21.0
7067,2020-09-25,Ladakh,1022,-16.0,2893,49.0,54,3.0
7068,2020-09-25,Madhya Pradesh,22744,-68.0,90495,2327.0,2122,45.0
7069,2020-09-25,Maharashtra,275404,1521.0,973214,17184.0,34345,459.0
7070,2020-09-25,Manipur,2106,-100.0,7369,261.0,62,0.0
7071,2020-09-25,Meghalaya,1977,-83.0,3058,199.0,43,1.0
7072,2020-09-25,Mizoram,681,63.0,1105,10.0,0,0.0
7073,2020-09-25,Nagaland,1088,-31.0,4626,90.0,16,0.0
7074,2020-09-25,Odisha,35092,545.0,161044,3779.0,752,16.0
7075,2020-09-25,Puducherry,5097,244.0,19311,418.0,487,6.0
7076,2020-09-25,Punjab,20679,-551.0,81475,2231.0,3066,76.0
7077,2020-09-25,Rajasthan,18993,1.0,102330,1965.0,1397,15.0
7078,2020-09-25,Sikkim,607,32.0,2054,31.0,31,1.0
7079,2020-09-25,Tamil Nadu,46405,156.0,508210,5470.0,9076,66.0
7080,2020-09-25,Telengana,30387,350.0,150160,2021.0,1080,10.0
7081,2020-09-25,Tripura,6378,-173.0,17487,509.0,265,5.0
7082,2020-09-25,Uttarakhand,11507,-360.0,32355,1031.0,542,13.0
7083,2020-09-25,Uttar Pradesh,61300,-398.0,307611,4922.0,5366,67.0
7084,2020-09-25,West Bengal,25221,120.0,208042,3014.0,4606,62.0
7085,2020-09-26,Andaman and Nicobar Islands,179,-10.0,3528,25.0,52,0.0
7086,2020-09-26,Andhra Pradesh,67683,-1670.0,588169,8695.0,5606,48.0
7087,2020-09-26,Arunachal Pradesh,2427,96.0,6230,159.0,14,0.0
7088,2020-09-26,Assam,30034,204.0,136715,1571.0,625,17.0
7089,2020-09-26,Bihar,12773,-242.0,161874,1696.0,878,0.0
7090,2020-09-26,Chandigarh,2390,-92.0,8677,335.0,145,1.0
7091,2020-09-26,Chhattisgarh,30928,-5110.0,66860,8027.0,777,25.0
7092,2020-09-26,Dadra and Nagar Haveli and Daman and Diu,182,-8.0,2805,20.0,2,0.0
7093,2020-09-26,Delhi,30867,-258.0,228436,4061.0,5147,24.0
7094,2020-09-26,Goa,5614,-208.0,25071,724.0,386,3.0
7095,2020-09-26,Gujarat,16478,151.0,110358,1279.0,3393,12.0
7096,2020-09-26,Haryana,18032,-857.0,101273,2863.0,1273,18.0
7097,2020-09-26,Himachal Pradesh,3976,-8.0,9546,294.0,157,7.0
7098,2020-09-26,Jammu and Kashmir,19170,-281.0,49557,1478.0,1105,21.0
7099,2020-09-26,Jharkhand,12533,-308.0,64515,1570.0,661,9.0
7100,2020-09-26,Karnataka,98493,2925.0,450302,5644.0,8417,86.0
7101,2020-09-26,Kerala,48967,2974.0,111331,3481.0,635,22.0
7102,2020-09-26,Ladakh,998,-24.0,2971,78.0,56,2.0
7103,2020-09-26,Madhya Pradesh,22198,-546.0,93238,2743.0,2152,30.0
